issue_id,creator,created_at,closed_at,labels,n_comments,n_reactions,is_locked
840504579,brampitoyo,2021-03-25T02:45:07Z,2021-06-03T19:38:16Z,['QA Verified'],2,0,False
840493070,brampitoyo,2021-03-25T02:16:31Z,2021-06-03T19:38:16Z,['QA Verified'],2,0,False
840314708,Spax123,2021-03-24T23:21:35Z,2021-03-25T09:53:16Z,"['Bug 🐞', 'qa-triaged']",1,0,False
839525492,SimonBasca,2021-03-24T09:30:00Z,,"['Bug 🐞', 'Crash', 'P2']",1,0,False
839318845,brampitoyo,2021-03-24T03:57:03Z,2021-04-27T16:44:45Z,['QA Verified'],1,0,False
838497577,isabelrios,2021-03-23T08:54:57Z,2021-03-24T09:23:23Z,"['eng:automation', 'eng:intermittent-test']",1,0,False
838496739,isabelrios,2021-03-23T08:54:02Z,,"['eng:automation', 'eng:intermittent-test']",0,0,False
838494224,isabelrios,2021-03-23T08:50:47Z,,"['eng:automation', 'eng:intermittent-test']",0,0,False
838307776,boek,2021-03-23T03:13:23Z,2021-06-25T06:48:08Z,"['Bug 🐞', 'security']",0,0,False
838049618,dnarcese,2021-03-22T19:40:20Z,2021-04-29T17:19:04Z,"['Bug 🐞', 'QA Verified']",1,0,False
837915118,SimonBasca,2021-03-22T16:48:27Z,,"['Bug 🐞', 'Crash', 'P1']",0,0,False
836647525,papac25,2021-03-20T03:38:00Z,2021-03-22T13:11:10Z,['Bug 🐞'],0,0,False
836177007,isabelrios,2021-03-19T16:32:07Z,,"['eng:automation', 'eng:intermittent-test']",2,0,False
835365378,jrconlin,2021-03-18T23:34:46Z,,"['Bug 🐞', 'P2']",0,0,False
834594775,isabelrios,2021-03-18T09:53:24Z,2021-03-18T13:23:15Z,"['eng:automation', 'eng:intermittent-test']",2,0,False
834171592,orthand,2021-03-17T20:56:23Z,,['Feature-Request'],0,0,False
832825038,isabelrios,2021-03-16T13:54:21Z,2021-04-12T15:48:00Z,"['eng:automation', 'eng:ui-test']",2,0,False
832553134,isabelrios,2021-03-16T08:38:58Z,,"['eng:automation', 'eng:intermittent-test']",2,0,False
832534985,Lorenzos24,2021-03-16T08:14:08Z,,"['Bug 🐞', 'P2']",1,0,False
832120732,data-sync-user,2021-03-15T19:23:16Z,,['P2'],1,0,False
831799881,SimonBasca,2021-03-15T13:14:52Z,,"['Bug 🐞', 'Feature-Request']",3,0,False
831399853,Flyboy95,2021-03-15T04:38:07Z,2021-03-15T13:21:16Z,['Bug 🐞'],3,0,False
830241875,data-sync-user,2021-03-12T15:47:14Z,,['P2'],0,0,False
829230009,AndiAJ,2021-03-11T14:56:06Z,2021-03-15T09:05:36Z,['Feature-Request'],0,0,False
829215614,AndiAJ,2021-03-11T14:40:51Z,,"['Bug 🐞', 'P3']",0,0,False
829064079,AndiAJ,2021-03-11T11:31:07Z,,"['Bug 🐞', 'P2']",0,0,False
829043811,AndiAJ,2021-03-11T11:04:57Z,2021-03-11T18:17:44Z,['Bug 🐞'],1,0,False
829033354,AndiAJ,2021-03-11T10:51:25Z,,"['Bug 🐞', 'P3']",0,0,False
829016582,AndiAJ,2021-03-11T10:30:12Z,2021-03-15T11:22:21Z,"['Bug 🐞', 'qa-triaged']",3,0,False
829003730,isabelrios,2021-03-11T10:15:02Z,,['eng:automation'],2,0,False
828998241,isabelrios,2021-03-11T10:08:22Z,,['eng:automation'],0,0,False
827974875,dtantono,2021-03-10T16:09:40Z,,"['Bug 🐞', 'P2']",2,0,False
827953140,travis79,2021-03-10T15:55:01Z,2021-03-15T20:14:45Z,"['Bug 🐞', 'P2']",1,0,False
827906733,isabelrios,2021-03-10T15:23:31Z,2021-03-10T20:09:11Z,"['Bug 🐞', 'QA Verified']",4,0,False
825966073,isabelrios,2021-03-09T13:54:03Z,2021-03-15T11:33:29Z,['eng:automation'],0,0,False
825839219,SimonBasca,2021-03-09T12:20:02Z,2021-03-15T09:18:50Z,"['Bug 🐞', 'Needs-UX']",9,0,False
825639636,isabelrios,2021-03-09T09:52:55Z,2021-03-15T15:58:44Z,['eng:automation'],0,0,False
825581389,gokulnair2001,2021-03-09T09:11:51Z,2021-03-25T17:12:26Z,['contrib-patch'],0,0,False
824370189,isabelrios,2021-03-08T09:29:24Z,,"['eng:automation', 'eng:intermittent-test']",0,0,False
824321647,KL643,2021-03-08T08:35:42Z,,"['Bug 🐞', 'P2']",1,0,False
824040220,volker001,2021-03-07T22:34:12Z,,['Feature-Request'],0,0,False
823705131,lukasbalaz,2021-03-06T17:44:59Z,,"['Bug 🐞', 'Crash', 'P2', 'qa-triaged']",3,0,False
823511915,wmkd,2021-03-06T00:32:09Z,,"['Bug 🐞', 'Feature-Request', 'qa-triaged']",1,0,False
823357463,bbrown-spsu,2021-03-05T19:32:39Z,2021-03-18T18:25:22Z,['Bug 🐞'],1,0,False
822374449,nbhasin2,2021-03-04T18:07:41Z,,"['Bug 🐞', 'Crash', 'P2']",0,0,False
821931372,isabelrios,2021-03-04T09:16:38Z,2021-03-09T14:19:15Z,['eng:automation'],0,0,False
821753277,eliserichards,2021-03-04T04:57:55Z,2021-04-01T08:14:36Z,"['Bug 🐞', 'P2', 'qa-triaged']",2,0,False
821752095,eliserichards,2021-03-04T04:55:07Z,,"['Bug 🐞', 'P3', 'qa-triaged']",1,0,False
820431126,data-sync-user,2021-03-02T22:08:35Z,2021-03-18T17:36:16Z,['QA Verified'],1,0,False
820255548,Delphine,2021-03-02T18:02:42Z,,['Bug 🐞'],0,0,False
819748742,karlcow,2021-03-02T07:57:03Z,2021-05-03T17:08:52Z,"['P1', 'QA Verified']",5,0,False
818808671,isabelrios,2021-03-01T12:16:17Z,2021-03-10T15:31:59Z,['eng:automation'],1,0,False
818797411,isabelrios,2021-03-01T12:01:47Z,2021-03-09T13:50:15Z,"['Crash', 'eng:automation']",1,0,False
818743186,trongnhan68,2021-03-01T10:53:46Z,2021-03-15T20:04:34Z,"['Bug 🐞', 'Crash', 'P1', 'qa-triaged']",4,0,False
818715922,isabelrios,2021-03-01T10:21:52Z,2021-03-02T09:08:49Z,['eng:automation'],0,0,False
818468518,NIXOYE,2021-03-01T05:14:53Z,,"['Bug 🐞', 'P2', 'qa-triaged']",7,1,False
818207013,dsaric-dev,2021-02-28T13:31:40Z,,"['Bug 🐞', 'P3']",0,0,False
817999640,katrikm,2021-02-27T19:25:59Z,,"['Bug 🐞', 'P2', 'qa-triaged']",2,1,False
817824981,arceeboy,2021-02-27T04:55:49Z,2021-03-04T16:59:23Z,['Bug 🐞'],1,0,False
817339253,isabelrios,2021-02-26T13:01:58Z,2021-03-10T10:22:44Z,['eng:automation'],0,0,False
816899727,samtaborsky,2021-02-25T23:45:29Z,,['Feature-Request'],1,0,False
816693576,data-sync-user,2021-02-25T18:39:27Z,,['P2'],0,0,False
815682182,data-sync-user,2021-02-24T17:15:45Z,2021-03-17T22:08:26Z,['QA Verified'],5,0,False
815464379,csuciu,2021-02-24T13:11:29Z,,"['Bug 🐞', 'P3']",0,0,False
815448816,SimonBasca,2021-02-24T12:50:56Z,,"['Bug 🐞', 'Crash', 'P2']",1,0,False
814614805,SimonBasca,2021-02-23T16:17:43Z,,"['Bug 🐞', 'Crash', 'P2']",2,0,False
814601737,SimonBasca,2021-02-23T16:03:00Z,2021-02-25T16:33:20Z,"['Bug 🐞', 'QA Verified']",1,0,False
814585920,SimonBasca,2021-02-23T15:45:41Z,2021-02-24T19:30:49Z,"['Bug 🐞', 'QA Verified']",1,0,False
814377369,isabelrios,2021-02-23T11:30:57Z,2021-05-24T09:24:48Z,"['Bug 🐞', 'Crash', 'P1', 'qa-triaged']",5,0,False
814264789,isabelrios,2021-02-23T09:11:03Z,2021-05-31T12:23:40Z,['eng:automation'],3,0,False
813881169,eeeple,2021-02-22T21:31:46Z,2021-02-23T10:26:42Z,"['Bug 🐞', 'qa-triaged']",1,0,False
812507845,newhollandaus,2021-02-20T04:03:28Z,,['Feature-Request'],1,0,False
812450833,Toronto00,2021-02-20T00:27:43Z,2021-02-22T16:53:05Z,['eng:intermittent-test'],0,0,False
811940265,kelimuttu,2021-02-19T11:22:03Z,,"['Bug 🐞', 'Crash', 'P2']",4,0,False
811857030,isabelrios,2021-02-19T09:27:44Z,,"['eng:automation', 'eng:intermittent-test']",2,0,False
811619825,fowl2,2021-02-19T02:06:41Z,,"['Bug 🐞', 'P2', 'qa-triaged']",3,0,False
810145173,isabelrios,2021-02-17T12:34:46Z,,['eng:automation'],2,0,False
809611387,data-sync-user,2021-02-16T20:07:49Z,2021-03-23T15:59:30Z,['QA Verified'],2,0,False
809445923,isabelrios,2021-02-16T16:13:16Z,2021-02-26T13:05:30Z,['Regression'],2,0,False
808616666,isabelrios,2021-02-15T15:11:51Z,2021-02-16T08:44:43Z,['eng:automation'],0,0,False
808003472,capiet,2021-02-14T17:20:14Z,2021-02-18T17:08:24Z,['Bug 🐞'],1,0,False
807753940,nicoonline,2021-02-13T13:54:46Z,,"['Crash', 'P2', 'qa-triaged']",10,0,False
807634955,data-sync-user,2021-02-13T00:42:15Z,2021-03-29T16:33:07Z,['QA Verified'],3,0,False
807446058,data-sync-user,2021-02-12T18:11:27Z,2021-04-28T03:22:02Z,['QA Verified'],2,0,False
807445984,data-sync-user,2021-02-12T18:11:20Z,2021-04-28T03:22:02Z,['QA Verified'],2,0,False
807445428,data-sync-user,2021-02-12T18:10:25Z,2021-04-28T20:16:42Z,['QA Verified'],1,0,False
807444720,data-sync-user,2021-02-12T18:09:24Z,2021-04-28T16:25:06Z,"['Needs-UX', 'QA Verified']",1,0,False
807444665,data-sync-user,2021-02-12T18:09:18Z,2021-04-27T20:42:19Z,['QA Verified'],1,0,False
807443812,data-sync-user,2021-02-12T18:08:05Z,2021-04-27T15:55:21Z,['QA Verified'],2,0,False
806786237,data-sync-user,2021-02-11T22:15:55Z,2021-04-14T15:10:31Z,['QA Verified'],1,0,False
806784840,data-sync-user,2021-02-11T22:13:30Z,2021-04-14T15:10:33Z,['QA Verified'],2,0,False
806783377,data-sync-user,2021-02-11T22:10:54Z,2021-04-19T12:15:50Z,['QA Verified'],2,0,False
806525689,lucasjohnson,2021-02-11T16:02:00Z,,['Feature-Request'],1,4,False
804989887,boek,2021-02-09T22:47:58Z,,"['Bug 🐞', 'P2']",0,2,False
804824653,boek,2021-02-09T18:57:00Z,2021-02-26T05:20:24Z,['Bug 🐞'],0,0,False
804791470,struq,2021-02-09T18:11:40Z,2021-03-16T13:14:14Z,"['Bug 🐞', 'P2', 'QA Verified']",2,1,False
804776367,isabelrios,2021-02-09T17:50:09Z,,['eng:automation'],2,0,False
803430844,isabelrios,2021-02-08T10:38:54Z,2021-03-04T09:34:33Z,['eng:automation'],2,0,False
801748385,Shadowspear123,2021-02-05T00:51:03Z,,['Feature-Request'],0,1,False
801643792,boek,2021-02-04T21:20:29Z,,['Bug 🐞'],1,0,False
801579076,data-sync-user,2021-02-04T19:39:13Z,,['Needs-UX'],0,0,False
801411391,wlach,2021-02-04T15:53:20Z,2021-02-05T19:17:33Z,['P3'],0,0,False
801258432,bentsionmp,2021-02-04T12:55:23Z,2021-05-19T16:25:38Z,"['P1', 'QA Verified', 'qa-triaged']",4,1,False
800259117,isabelrios,2021-02-03T11:56:04Z,2021-02-04T18:14:37Z,['eng:automation'],1,0,False
795829834,CentauriII,2021-01-28T09:29:58Z,,"['Bug 🐞', 'P1', 'qa-triaged']",2,0,False
795131083,SimonBasca,2021-01-27T14:06:12Z,,"['Bug 🐞', 'P3']",0,0,False
795054870,SimonBasca,2021-01-27T12:22:34Z,,"['Bug 🐞', 'P2']",0,0,False
795028148,SimonBasca,2021-01-27T11:42:25Z,,"['Bug 🐞', 'P2']",1,0,False
794330609,SimonBasca,2021-01-26T15:34:58Z,2021-02-18T21:02:58Z,"['Bug 🐞', 'Crash']",12,0,False
794268476,isabelrios,2021-01-26T14:19:37Z,,"['eng:automation', 'eng:intermittent-test']",0,0,False
794259453,SimonBasca,2021-01-26T14:07:38Z,,"['Bug 🐞', 'P3']",0,0,False
793653399,ctozlowski,2021-01-25T19:15:04Z,,"['Bug 🐞', 'P2']",1,0,False
793410708,SimonBasca,2021-01-25T14:05:21Z,2021-02-02T13:39:14Z,['Bug 🐞'],5,0,False
793292188,SimonBasca,2021-01-25T11:17:44Z,,"['Bug 🐞', 'P2']",1,0,False
792918010,brampitoyo,2021-01-24T22:33:25Z,,['P2'],0,0,False
792243299,data-sync-user,2021-01-22T19:15:03Z,2021-02-18T22:45:18Z,['QA Verified'],3,0,False
791889552,SimonBasca,2021-01-22T10:30:06Z,,"['Bug 🐞', 'Crash', 'P1']",0,0,False
791623273,st3fan,2021-01-22T01:41:46Z,,"['Bug 🐞', 'P2']",0,0,False
790430233,data-sync-user,2021-01-20T23:03:40Z,,['Needs-UX'],0,0,False
790036801,SimonBasca,2021-01-20T14:39:40Z,,"['Bug 🐞', 'P2']",0,0,False
790023797,SimonBasca,2021-01-20T14:24:22Z,,"['Bug 🐞', 'P2']",1,0,False
790020429,SimonBasca,2021-01-20T14:21:28Z,,"['Bug 🐞', 'Crash', 'P2']",1,0,False
789072957,isabelrios,2021-01-19T14:31:41Z,2021-01-21T18:08:45Z,['eng:automation'],2,0,False
788978350,isabelrios,2021-01-19T12:22:35Z,,"['eng:automation', 'eng:intermittent-test']",8,0,False
788961881,isabelrios,2021-01-19T11:57:10Z,2021-01-19T15:19:18Z,"['Bug 🐞', 'eng:automation']",1,0,False
788310984,SimonBasca,2021-01-18T14:24:04Z,,"['Bug 🐞', 'P3']",0,0,False
788304408,SimonBasca,2021-01-18T14:15:12Z,,"['Bug 🐞', 'P3']",0,0,False
788301487,SimonBasca,2021-01-18T14:11:19Z,,"['Bug 🐞', 'P3']",2,0,False
787046644,SimonBasca,2021-01-15T17:02:27Z,,['eng:automation'],0,0,False
785331831,data-sync-user,2021-01-13T18:21:16Z,,['Needs-UX'],1,0,False
784346833,CentauriII,2021-01-12T15:35:05Z,,['Feature-Request'],0,2,False
783798184,data-sync-user,2021-01-12T00:10:05Z,2021-02-18T21:42:57Z,['QA Verified'],4,0,False
783721606,AaronMT,2021-01-11T21:33:48Z,2021-01-15T15:52:18Z,"['Bug 🐞', 'eng:automation', 'eng:ui-test']",0,0,False
783510626,isabelrios,2021-01-11T16:19:46Z,2021-01-14T16:41:39Z,"['eng:automation', 'eng:ui-test']",0,0,False
783488430,isabelrios,2021-01-11T15:51:43Z,,"['eng:automation', 'eng:ui-test']",0,0,False
783400756,SimonBasca,2021-01-11T14:08:13Z,2021-01-13T23:05:14Z,"['Bug 🐞', 'QA Verified']",1,0,False
783326562,SimonBasca,2021-01-11T12:21:34Z,2021-01-14T17:00:35Z,['Bug 🐞'],0,0,False
783321692,SimonBasca,2021-01-11T12:14:48Z,2021-01-14T17:00:31Z,['Bug 🐞'],0,0,False
783321061,SimonBasca,2021-01-11T12:13:47Z,2021-01-14T17:00:26Z,['Bug 🐞'],0,0,False
783313517,SimonBasca,2021-01-11T12:02:28Z,2021-01-14T17:00:21Z,['Bug 🐞'],0,0,False
782808283,mcf-rocks,2021-01-10T12:30:38Z,,['Bug 🐞'],0,0,False
782532658,iOS-Martin,2021-01-09T07:34:07Z,,"['Feature-Request', 'P3']",0,0,False
782494248,mattdemarillac,2021-01-09T02:28:46Z,2021-01-09T02:44:32Z,['Bug 🐞'],0,0,False
781457202,data-sync-user,2021-01-07T16:53:21Z,2021-01-26T18:31:07Z,['P2'],3,0,False
781450161,boek,2021-01-07T16:42:54Z,2021-02-18T17:17:32Z,['Bug 🐞'],0,0,False
780889162,metronidazole,2021-01-06T22:32:19Z,,['Feature-Request'],0,0,False
780685408,data-sync-user,2021-01-06T16:34:15Z,2021-02-18T18:10:06Z,"['P1', 'QA Verified']",5,0,False
779619118,data-sync-user,2021-01-05T21:45:44Z,2021-01-22T00:30:10Z,['Needs-UX'],2,0,False
779112578,0260665,2021-01-05T14:37:41Z,2021-01-06T08:32:39Z,['Bug 🐞'],1,0,False
778334245,data-sync-user,2021-01-04T20:12:24Z,,['Needs-UX'],3,0,False
778203498,PlanetWilson,2021-01-04T16:15:41Z,,"['Bug 🐞', 'Feature-Request']",0,0,False
777597599,NewBunny96,2021-01-03T08:42:21Z,,['P2'],3,0,False
777468615,DrAnonnaki,2021-01-02T14:26:00Z,2021-01-02T18:57:55Z,['Bug 🐞'],1,0,False
776335738,lenico,2020-12-30T08:30:51Z,,['Feature-Request'],0,3,False
776293149,BigSamSampson,2020-12-30T06:33:12Z,2021-01-07T17:40:43Z,['Bug 🐞'],1,0,False
775665991,mattmactimpson,2020-12-29T02:35:39Z,,"['Bug 🐞', 'Crash', 'P1', 'qa-triaged']",4,0,False
775084272,rnewman,2020-12-27T18:12:56Z,2021-01-05T19:38:47Z,"['Bug 🐞', 'Crash']",3,1,False
773667961,isabelrios,2020-12-23T10:55:01Z,,"['eng:automation', 'eng:intermittent-test']",3,0,False
773303322,TimurEke,2020-12-22T23:00:30Z,,"['Bug 🐞', 'Needs-QA', 'P2', 'qa-triaged']",7,0,False
772885162,isabelrios,2020-12-22T11:48:06Z,,"['eng:automation', 'eng:intermittent-test']",3,0,False
772884318,isabelrios,2020-12-22T11:46:38Z,,"['eng:automation', 'eng:intermittent-test']",2,0,False
772106918,isabelrios,2020-12-21T11:52:46Z,,"['eng:automation', 'eng:intermittent-test']",0,0,False
771406577,br-matt,2020-12-19T16:03:39Z,,"['Bug 🐞', 'Feature-Request', 'P3']",0,0,False
771210538,data-sync-user,2020-12-18T22:41:12Z,,['Needs-UX'],1,0,False
771207203,data-sync-user,2020-12-18T22:32:42Z,2021-02-18T21:44:52Z,['QA Verified'],3,0,False
771200346,data-sync-user,2020-12-18T22:15:15Z,,['Needs-UX'],0,0,False
771200161,data-sync-user,2020-12-18T22:14:49Z,2021-02-18T18:01:45Z,['QA Verified'],4,0,False
771022075,muhasturk,2020-12-18T16:39:53Z,2021-02-03T19:47:03Z,['Bug 🐞'],4,0,False
770275805,bakerrlii,2020-12-17T18:34:44Z,,"['Bug 🐞', 'P2', 'qa-triaged']",2,0,False
770214054,isabelrios,2020-12-17T16:59:54Z,2020-12-18T11:37:01Z,['eng:intermittent-test'],1,0,False
770196532,bentsionmp,2020-12-17T16:36:34Z,,['P2'],1,0,False
769974231,SimonBasca,2020-12-17T12:37:34Z,2021-02-04T17:07:56Z,['Leanplum'],0,0,False
769906586,SimonBasca,2020-12-17T11:33:42Z,,"['Bug 🐞', 'Leanplum', 'P2']",0,0,False
769885525,SimonBasca,2020-12-17T11:14:46Z,,"['Bug 🐞', 'Leanplum', 'P1']",0,0,False
769792999,ctipper,2020-12-17T09:55:18Z,,"['Bug 🐞', 'P2']",21,0,False
768997145,smjoseph,2020-12-16T15:24:54Z,,['Feature-Request'],0,1,False
767146479,Toygoon,2020-12-15T03:53:43Z,2020-12-15T21:55:19Z,['Bug 🐞'],1,0,False
767144713,Toygoon,2020-12-15T03:50:09Z,2020-12-15T03:51:46Z,['Bug 🐞'],0,0,False
766884476,data-sync-user,2020-12-14T20:11:22Z,2021-01-15T21:01:41Z,['QA Verified'],1,0,False
763188309,yllekz,2020-12-12T02:22:46Z,,['Feature-Request'],0,0,False
762984910,data-sync-user,2020-12-11T22:20:19Z,2021-02-16T16:30:03Z,['Needs-UX'],2,0,False
762970532,data-sync-user,2020-12-11T22:06:31Z,2021-02-10T18:37:59Z,['Must'],2,0,False
762931628,data-sync-user,2020-12-11T21:31:42Z,,['Needs-UX'],0,0,False
762848585,data-sync-user,2020-12-11T20:14:51Z,,['Needs-UX'],1,0,False
762220550,muhasturk,2020-12-11T10:37:25Z,,"['Bug 🐞', 'Crash', 'P3']",2,0,False
761534907,nbhasin2,2020-12-10T19:16:58Z,2020-12-10T21:53:45Z,"['Bug 🐞', 'Crash']",2,0,False
761113651,isabelrios,2020-12-10T10:28:04Z,2021-02-03T19:47:10Z,['Task 🛠'],3,0,False
761102446,isabelrios,2020-12-10T10:13:55Z,,"['eng:automation', 'eng:intermittent-test']",4,0,False
761099488,isabelrios,2020-12-10T10:09:52Z,,"['eng:automation', 'eng:intermittent-test']",0,0,False
760602489,arthur-mozilla,2020-12-09T19:19:13Z,,['Feature-Request'],0,2,False
760555567,nbhasin2,2020-12-09T18:12:36Z,,"['2', 'Technical Debt']",0,0,False
760545508,AmyYLee,2020-12-09T17:57:36Z,2021-05-07T17:46:05Z,"['Bug 🐞', 'P2', 'QA Verified', 'eng-ready', 'ios14-widget']",5,0,False
760514101,data-sync-user,2020-12-09T17:14:42Z,,['P2'],0,2,False
760504143,data-sync-user,2020-12-09T17:01:26Z,,['Needs-UX'],3,0,False
760385046,AndiAJ,2020-12-09T14:37:15Z,,"['Bug 🐞', 'P3']",0,0,False
760370882,AndiAJ,2020-12-09T14:20:04Z,,"['Bug 🐞', 'P3']",2,0,False
760327611,AndiAJ,2020-12-09T13:25:01Z,,"['Bug 🐞', 'Feature-Request']",0,0,False
760325193,BigSamSampson,2020-12-09T13:21:51Z,2021-02-25T18:26:48Z,['Bug 🐞'],2,0,False
760274183,AndiAJ,2020-12-09T12:09:02Z,,"['Bug 🐞', 'P3']",0,0,False
760270167,AndiAJ,2020-12-09T12:02:52Z,,"['Bug 🐞', 'P3']",0,0,False
760225088,AndiAJ,2020-12-09T10:56:22Z,2021-01-22T10:10:40Z,"['Bug 🐞', 'Needs-QA']",2,0,False
760092028,kianimo,2020-12-09T07:47:53Z,,"['Bug 🐞', 'Crash', 'P2']",2,0,False
759359759,csuciu,2020-12-08T11:16:06Z,,['P2'],0,0,False
759344968,csuciu,2020-12-08T10:54:42Z,,"['Bug 🐞', 'P2']",0,0,False
757377842,nbhasin2,2020-12-04T20:18:48Z,2020-12-08T22:05:24Z,"['Bug 🐞', 'QA Verified']",1,0,False
756341728,Standard8,2020-12-03T16:15:52Z,,"['Needs-UX', 'P2']",6,0,False
755411221,influx3k,2020-12-02T16:12:49Z,,['Feature-Request'],3,1,False
754243571,isabelrios,2020-12-01T09:56:41Z,2020-12-02T21:26:37Z,['eng:automation'],0,0,False
752878105,3c1u,2020-11-29T09:45:45Z,2021-01-21T17:22:19Z,['Bug 🐞'],1,1,False
751991271,starkdivide,2020-11-27T05:28:01Z,2020-11-27T05:51:32Z,['Bug 🐞'],0,0,False
751768158,data-sync-user,2020-11-26T18:16:38Z,,"['Bug 🐞', 'P3']",1,0,False
748346133,brandoncote,2020-11-22T20:45:44Z,,['Feature-Request'],0,0,False
747981780,abanda96,2020-11-21T09:14:32Z,,"['Bug 🐞', 'P1']",3,0,False
747809765,ohbobsaget,2020-11-20T21:37:13Z,,['Feature-Request'],0,1,False
747472431,isabelrios,2020-11-20T13:00:01Z,,['eng:automation'],0,0,False
746915056,nbhasin2,2020-11-19T20:51:21Z,2020-12-08T22:05:23Z,"['Bug 🐞', 'QA Verified']",2,0,False
746912640,nbhasin2,2020-11-19T20:47:17Z,2020-12-09T18:02:25Z,"['Bug 🐞', 'QA Verified']",1,0,False
746759190,v1sionmaster,2020-11-19T16:58:42Z,2021-02-04T09:07:09Z,['Bug 🐞'],5,0,False
746426881,isabelrios,2020-11-19T10:02:38Z,2020-11-19T17:44:53Z,['eng:automation'],0,0,False
745332328,oyzmo,2020-11-18T05:02:50Z,,"['Bug 🐞', 'P3']",0,0,False
745127872,data-sync-user,2020-11-17T22:15:40Z,2021-07-08T18:58:15Z,['Crash'],1,0,False
744972714,data-sync-user,2020-11-17T18:18:26Z,2020-11-30T17:28:59Z,['QA Verified'],1,0,False
744805121,SimonBasca,2020-11-17T14:50:42Z,2021-03-08T14:28:56Z,"['Bug 🐞', 'Crash', 'P1']",3,0,False
743930520,isabelrios,2020-11-16T15:29:59Z,,"['Bug 🐞', 'P2']",0,0,False
743856609,eutychus83,2020-11-16T13:56:27Z,,['Feature-Request'],0,2,False
743722605,isabelrios,2020-11-16T10:36:30Z,,"['Bug 🐞', 'P2']",0,0,False
743712130,isabelrios,2020-11-16T10:21:38Z,2020-12-09T17:40:36Z,['Bug 🐞'],1,0,False
743708702,isabelrios,2020-11-16T10:16:55Z,2020-12-09T17:40:16Z,"['Bug 🐞', 'Crash']",1,0,False
743705670,isabelrios,2020-11-16T10:12:56Z,,"['Bug 🐞', 'P2']",1,0,False
743186004,cpeterso,2020-11-15T05:24:08Z,,"['Bug 🐞', 'Feature-Request']",0,0,False
742881304,bassnado,2020-11-14T00:55:12Z,2021-02-25T18:26:34Z,['Bug 🐞'],11,0,False
742288683,data-sync-user,2020-11-13T09:10:05Z,2020-11-13T15:28:42Z,['eng:automation'],0,0,False
741904937,data-sync-user,2020-11-12T20:25:38Z,,['Needs-UX'],1,0,False
741901615,data-sync-user,2020-11-12T20:20:22Z,2020-11-27T18:11:43Z,"['Needs-UX', 'QA Verified']",4,0,False
741751491,daf121,2020-11-12T16:39:48Z,,"['Bug 🐞', 'P3']",0,2,False
740195245,nbhasin2,2020-11-10T19:48:01Z,2020-12-16T23:02:05Z,"['Bug 🐞', 'Crash', 'P2', 'QA Verified']",2,0,False
739507641,ghost,2020-11-10T02:06:24Z,,"['Bug 🐞', 'Crash', 'P2']",0,0,False
738202890,cpeterso,2020-11-07T08:54:33Z,2021-02-18T16:56:38Z,['Bug 🐞'],4,0,False
738127138,Scripter17,2020-11-07T01:17:31Z,,"['Bug 🐞', 'P2']",0,2,False
737894412,data-sync-user,2020-11-06T16:36:11Z,,['Must'],5,0,False
737262762,data-sync-user,2020-11-05T20:59:26Z,2020-11-13T20:44:44Z,['QA Verified'],1,0,False
737255093,data-sync-user,2020-11-05T20:46:20Z,2020-11-13T20:44:24Z,['QA Verified'],1,0,False
736082532,isabelrios,2020-11-04T12:38:57Z,,"['Bug 🐞', 'P2']",0,0,False
735945069,sebfeslh,2020-11-04T09:14:02Z,,"['Bug 🐞', 'P3']",0,0,False
735661772,data-sync-user,2020-11-03T21:58:17Z,2021-01-18T23:57:46Z,['P2'],3,0,False
735656369,data-sync-user,2020-11-03T21:47:21Z,,['Must'],0,0,False
735200413,vmoutoussamy,2020-11-03T10:27:46Z,,"['Bug 🐞', 'P2']",6,0,False
735163077,isabelrios,2020-11-03T09:34:01Z,,"['Bug 🐞', 'P2']",2,0,False
734830390,brampitoyo,2020-11-02T21:22:30Z,,"['Bug 🐞', 'Needs-UX']",0,0,False
734801345,brampitoyo,2020-11-02T20:35:18Z,,"['Bug 🐞', 'P2', 'eng-ready']",6,0,False
734747878,ThePolarCat,2020-11-02T19:03:27Z,2021-02-19T12:23:17Z,['Bug 🐞'],12,0,False
734746194,ThePolarCat,2020-11-02T19:00:36Z,2020-11-02T19:07:41Z,['Bug 🐞'],0,0,False
734098774,brampitoyo,2020-11-02T00:21:41Z,2021-01-08T19:52:09Z,"['Bug 🐞', 'contrib-patch', 'eng-ready']",1,0,False
733492719,data-sync-user,2020-10-30T20:24:17Z,2020-12-08T20:21:11Z,"['Must', 'QA Verified']",2,0,False
733443975,isabelrios,2020-10-30T19:06:12Z,,"['Bug 🐞', 'P2']",1,0,False
732956138,Apocalypsing,2020-10-30T07:42:19Z,,"['Bug 🐞', 'P2']",1,0,False
732485308,eroldru,2020-10-29T16:51:04Z,,['Feature-Request'],9,4,False
732407937,boek,2020-10-29T15:18:44Z,2020-10-29T19:24:25Z,['Crash'],1,0,False
732325477,AndiAJ,2020-10-29T13:42:42Z,,"['Bug 🐞', 'P3']",0,0,False
732271321,AndiAJ,2020-10-29T12:27:56Z,,"['Bug 🐞', 'P2']",1,0,False
732228718,AndiAJ,2020-10-29T11:22:17Z,,"['Bug 🐞', 'P3']",0,0,False
732200564,AndiAJ,2020-10-29T10:41:37Z,,"['Bug 🐞', 'P3', 'landscape']",0,0,False
731635077,nbhasin2,2020-10-28T17:12:06Z,,"['Crash', 'P2']",3,0,False
